vessel_name,mmsi,imo,timestamp,latitude,longitude,speed_kn,course_deg
DEMO VESSEL 02,D000002,DIMO002,2024-12-25T12:05:00,59.82666666666667,24.993333333333332,8.5,70
DEMO VESSEL 02,D000002,DIMO002,2024-12-25T12:10:00,59.827083333333334,25.016666666666666,8.5,70
DEMO VESSEL 02,D000002,DIMO002,2024-12-25T12:15:00,59.8275,25.04,8.5,70
DEMO VESSEL 02,D000002,DIMO002,2024-12-25T12:20:00,59.82791666666667,25.063333333333333,8.5,70
DEMO VESSEL 02,D000002,DIMO002,2024-12-25T12:25:00,59.82833333333333,25.086666666666666,8.5,70
DEMO VESSEL 02,D000002,DIMO002,2024-12-25T12:30:00,59.82875,25.11,8.5,70
DEMO VESSEL 02,D000002,DIMO002,2024-12-25T12:35:00,59.829166666666666,25.133333333333333,8.5,70
DEMO VESSEL 02,D000002,DIMO002,2024-12-25T12:40:00,59.82958333333333,25.156666666666666,8.5,70
DEMO VESSEL 02,D000002,DIMO002,2024-12-25T12:45:00,59.83,25.18,8.5,70
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T10:45:00,59.6,24.8,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T10:50:00,59.61875,24.805,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T10:55:00,59.6375,24.810000000000002,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:00:00,59.65625,24.815,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:05:00,59.675,24.82,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:10:00,59.69375,24.825,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:15:00,59.7125,24.830000000000002,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:20:00,59.73125,24.835,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:25:00,59.75,24.84,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:30:00,59.76875,24.845000000000002,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:35:00,59.7875,24.85,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:40:00,59.80625,24.855,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:45:00,59.825,24.86,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:50:00,59.84375,24.865000000000002,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T11:55:00,59.8625,24.87,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:00:00,59.88125,24.875,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:05:00,59.9,24.880000000000003,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:10:00,59.918749999999996,24.885,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:15:00,59.9375,24.89,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:20:00,59.95625,24.895000000000003,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:25:00,59.974999999999994,24.900000000000002,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:30:00,59.99375,24.905,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:35:00,60.012499999999996,24.91,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:40:00,60.03125,24.915000000000003,13.0,15
DEMO VESSEL 03,D000003,DIMO003,2024-12-25T12:45:00,60.05,24.92,13.0,15
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T10:45:00,60.05,24.45,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T10:50:00,60.051249999999996,24.477083333333333,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T10:55:00,60.052499999999995,24.504166666666666,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:00:00,60.053749999999994,24.53125,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:05:00,60.055,24.558333333333334,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:10:00,60.05625,24.585416666666667,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:15:00,60.0575,24.6125,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:20:00,60.058749999999996,24.639583333333334,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:25:00,60.059999999999995,24.666666666666668,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:30:00,60.06125,24.69375,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:35:00,60.0625,24.720833333333335,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:40:00,60.06375,24.74791666666667,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:45:00,60.065,24.775,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:50:00,60.06625,24.802083333333332,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T11:55:00,60.067499999999995,24.829166666666666,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:00:00,60.068749999999994,24.85625,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:05:00,60.07,24.883333333333333,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:10:00,60.07125,24.910416666666666,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:15:00,60.0725,24.9375,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:20:00,60.07375,24.964583333333334,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:25:00,60.074999999999996,24.991666666666667,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:30:00,60.07625,25.01875,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:35:00,60.0775,25.045833333333334,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:40:00,60.07875,25.072916666666668,10.0,85
DEMO VESSEL 04,D000004,DIMO004,2024-12-25T12:45:00,60.08,25.1,10.0,85
